talk_id,title,speaker_1,views,recorded_date,published_date,event,comments,duration,Topics
1346,Back to the future (of 1994),Danny Hillis,688536,20-02-1994,03-02-2012,TED1994,71,1150,"future, science, technology, math, history, life, human origins, genetics, molecular biology, evolution, computers, innovation, DNA, programming, engineering"
1347,The secret structure of great talks,Nancy Duarte,2488814,11-11-2011,05-02-2012,TEDxEast,268,1090,"TEDx, communication, presentation, storytelling"
1348,Let's bridge the digital divide!,Aleph Molinari,216520,06-08-2011,04-02-2012,TEDxSanMigueldeAllende,82,594,"TEDx, global issues, poverty, technology"
1349,How your brain tells you where you are,Neil Burgess,1467654,11-11-2011,06-02-2012,TEDSalon London Spring 2011,92,543,"brain, cognitive science, exploration, neuroscience, science, physiology, biology, algorithm, biotech"
1350,"Non-lethal weapons, a moral hazard?",Stephen Coleman,540185,24-09-2011,07-02-2012,TEDxCanberra,186,1052,"TEDx, corruption, culture, global issues, military, morality, technology, war"
1351,"Globalizing the local, localizing the global",Sheikha Al Mayassa,773947,02-12-2010,08-02-2012,TEDWomen 2010,94,653,"Islam, Middle East, art, cities, culture, film"
1352,Where are the baby dinosaurs?,Jack Horner,2650061,11-11-2011,09-02-2012,TEDxVancouver,86,1103,"TEDx, biology, dinosaurs, paleontology, science, history, animals, humor"
1353,Impossible photography,Erik Johansson,4197826,08-11-2011,10-02-2012,TEDSalon London Fall 2011,118,381,"creativity, culture, photography, technology"
1354,Deaf in the military,Keith Nolan,306763,23-04-2011,12-02-2012,TEDxIslay,81,1118,"TEDx, disability, global issues, military"
1355,Everyday leadership,Drew Dudley,4715781,23-09-2010,11-02-2012,TEDxToronto 2010,327,374,"TEDx, community, leadership, life, motivation"
1356,The toxic baby,Tyrone Hayes,558491,02-12-2010,13-02-2012,TEDWomen 2010,104,1068,"animals, biology, children, film, plastic, science, sex, pregnancy, public health, science and art, pollution, cancer, chemistry, environment, health, ecology, activism, agriculture, sustainability"
1357,What you don't know about marriage,Jenna McCarthy,6184171,11-11-2011,14-02-2012,TEDxAmericanRiviera,372,677,"TEDx, culture, humor, love, relationships, sex"
1359,Crowdsource your health,Lucien Engelen,332653,04-04-2011,15-02-2012,TEDxMaastricht,60,372,"TEDx, health, health care, medicine, public health, technology, exercise"
1360,How do you save a shark you know nothing about?,Simon Berrow,565636,29-03-2010,16-02-2012,TEDxDublin,45,1006,"TEDx, biology, environment, oceans, science, fish, climate change, animals, activism, genetics, conservation, exploration, ecology"
1361,How mobile phones power disaster relief,Paul Conneally,408877,27-11-2011,17-02-2012,TEDxRC2,36,657,"TEDx, disaster relief, global issues, natural disaster, social media, technology"
1362,The true cost of oil,Garth Lenz,851841,19-11-2011,18-02-2012,TEDxVictoria,791,1060,"TEDx, environment, global issues, oil, photography, infrastructure"
1363,Look up for a change,Lucianne Walkowicz,297939,11-11-2011,19-02-2012,TEDxPhoenix,101,669,"TED Fellows, TEDx, environment, global issues, science, space, NASA, pollution, Planets, activism, technology, universe"
1364,2600 years of history in one object,Neil MacGregor,1171135,13-07-2011,20-02-2012,TEDGlobal 2011,316,1177,"culture, global issues, history, world cultures, archaeology"
1365,Comedy is translation,Chris Bliss,767018,20-12-2011,21-02-2012,TEDxRainier,98,960,"TEDx, communication, entertainment, humor, language, literature, comedy"
1366,Using tech to enable dreaming,Shilo Shiv Suleman,619922,09-12-2011,22-02-2012,INK Conference,186,456,"art, creativity, Best of the Web"
1367,"Saving for tomorrow, tomorrow",Shlomo Benartzi,1774815,09-11-2011,23-02-2012,TEDSalon NY2011,130,1065,"behavioral economics, economics, money, psychology"
1368,My immigration story,Tan Le,1310245,01-12-2011,24-02-2012,TEDxWomen 2011,154,736,"TEDx, family, immigration, storytelling"
1369,The sibling bond,Jeffrey Kluger,769062,13-11-2011,26-02-2012,TEDxAsheville,100,1254,"TEDx, life, psychology, science, compassion, happiness, humanity, family, anthropology, sociology, brain"
1370,All your devices can be hacked,Avi Rubin,1261772,29-10-2011,25-02-2012,TEDxMidAtlantic,113,1016,"Internet, TEDx, computers, hack, security, technology, encryption"
1371,Why videos go viral,Kevin Allocca,3015743,19-11-2011,27-02-2012,TEDYouth 2011,237,440,"TEDYouth, entertainment, online video, social media"
1372,A census of the ocean,Paul Snelgrove,338009,14-07-2011,28-02-2012,TEDGlobal 2011,24,1007,"biology, collaboration, fish, oceans, photography, marine biology, global commons"
1373,The ocean's shifting baseline,Daniel Pauly,256461,10-04-2010,28-02-2012,Mission Blue Voyage,29,542,"data, oceans, science, mission blue, fish, climate change, environment, ecology, animals, biodiversity, pollution, conservation, future, prediction, population, marine biology"
1374,The Earth is full,Paul Gilding,1442155,28-02-2012,29-02-2012,TED2012,791,1006,"cities, science, sustainability, technology, climate change, environment, alternative energy, activism, agriculture, economics, solar energy, energy, future, green, natural resources"
1375,Abundance is our future,Peter Diamandis,1676679,28-02-2012,29-02-2012,TED2012,460,974,"cities, invention, sustainability, technology"
1376,Robots that fly ... and cooperate,Vijay Kumar,5214030,29-02-2012,01-03-2012,TED2012,394,1006,"AI, drones, robots, technology"
1377,The power of introverts,Susan Cain,26039073,28-02-2012,02-03-2012,TED2012,1303,1144,"business, culture, psychology, introvert"
1378,We need to talk about an injustice,Bryan Stevenson,6485402,01-03-2012,05-03-2012,TED2012,801,1421,"crime, culture, global issues, inequality, law, race, criminal justice, justice system"
1379,The clues to a great story,Andrew Stanton,4309087,28-02-2012,06-03-2012,TED2012,261,1156,"entertainment, film, storytelling, animation, art"
1380,Why I must speak out about climate change,James Hansen,1547401,29-02-2012,07-03-2012,TED2012,895,1071,"big problems, climate change, environment, global issues, science"
1381,Coding a better government,Jennifer Pahlka,933761,29-02-2012,08-03-2012,TED2012,225,731,"activism, cities, government, technology"
1382,A TED speaker's worst nightmare,Colin Robertson,3353436,01-03-2012,09-03-2012,TED2012,331,229,"entertainment, performance, performance art"
1383,Design to challenge reality,Kelli Anderson,367644,11-11-2011,10-03-2012,TEDxPhoenix,123,953,"TEDx, art, design, materials"
1384,Why you will fail to have a great career,Larry Smith,6821490,12-11-2011,11-03-2012,TEDxUW,1002,915,"TEDx, business, failure, goal-setting, happiness, success"
1385,The cockroach beatbox,Greg Gage,843602,17-11-2011,12-03-2012,TED-Ed,166,375,"TED Fellows, TED-Ed, brain, life, neuroscience, science, technology, biology, physiology, insects, nature, sound, humor"
1386,Questions no one knows the answers to,Chris Anderson,18569680,12-03-2012,12-03-2012,TED-Ed,454,727,"TED-Ed, education, mind, science, philosophy, space, Planets, consciousness, math, physics, extraterrestrial life, curiosity, cosmos, universe, String theory, dark matter, nanoscale"
1387,Deep ocean mysteries and wonders,David Gallo,1112579,12-03-2012,13-03-2012,TED-Ed,62,507,"TED-Ed, biology, deextinction, exploration, science, oceans, submarine, environment, ecology, marine biology"
1388,How simple ideas lead to scientific discoveries,Adam Savage,2867243,02-11-2011,13-03-2012,TED-Ed,153,451,"TED-Ed, creativity, education, science, simplicity, technology, exploration, Nobel Prize, ancient world, curiosity, innovation, space, physics, Planets, history, math"
1389,"Religion, evolution, and the ecstasy of self-transcendence",Jonathan Haidt,1345862,29-02-2012,14-03-2012,TED2012,510,1096,"culture, evolution, religion, evolutionary psychology"
1390,The $8 billion iPod,Rob Reid,3216028,01-03-2012,15-03-2012,TED2012,247,311,"business, entertainment, humor, music, comedy"
1391,Listening to shame,Brené Brown,13741144,02-03-2012,16-03-2012,TED2012,774,1238,"brain, culture, psychology, self"
1392,Beautiful artificial limbs,Scott Summit,193371,19-11-2011,17-03-2012,TEDxCambridge,84,663,"TEDx, beauty, design, industrial design, prosthetics"
1393,Victims of the city,Mark Raymond,178645,11-11-2011,18-03-2012,TEDxPortofSpain,99,1191,"TEDx, architecture, cities, design, social change, sustainability"
1394,Let's transform energy -- with natural gas,T. Boone Pickens,685473,01-03-2012,19-03-2012,TED2012,530,1182,"alternative energy, culture, economics, energy, technology"
1396,The single biggest health threat women face,C. Noel Bairey Merz,892034,01-12-2011,21-03-2012,TEDxWomen 2011,165,959,"TEDx, health, heart health, medical research, medicine, science, women, public health, politics, activism, physiology, medical imaging, illness, health care, biology, disease"
1397,"Yup, I built a nuclear fusion reactor",Taylor Wilson,3656742,01-03-2012,22-03-2012,TED2012,418,212,"energy, science, technology, youth, nuclear energy, physics, alternative energy, invention, innovation, chemistry, future"
1398,"Everyday moments, caught in time",Billy Collins,1340586,28-02-2012,23-03-2012,TED2012,100,913,"culture, entertainment, humor, poetry"
1399,Let's talk about dying,Peter Saul,1085016,12-11-2011,25-03-2012,TEDxNewy,211,799,"TEDx, death, global issues, health, health care"
1400,Make data more human,Jer Thorp,302839,12-11-2011,24-03-2012,TEDxVancouver,59,1042,"TEDx, data, design, media, news"
1401,The missing link to renewable energy,Donald Sadoway,2384906,01-03-2012,26-03-2012,TED2012,368,915,"alternative energy, energy, invention, technology, electricity"
1402,From mach-20 glider to hummingbird drone,Regina Dugan,1746481,01-03-2012,27-03-2012,TED2012,536,1501,"drones, flight, innovation, military, science, technology, physics, biomimicry, invention, design, robots, nanoscale, biology, weather, materials, birds, prosthetics, Vaccines, neuroscience, health, Internet, community, engineering, nature, children, product design, rocket science"
1403,"Unlock the intelligence, passion, greatness of girls",Leymah Gbowee,1331417,02-03-2012,28-03-2012,TED2012,121,879,"global issues, peace, social change, women"
1404,"Building blocks that blink, beep and teach",Ayah Bdeir,1277099,27-02-2012,29-03-2012,TED2012,236,327,"TED Fellows, creativity, education, technology, toy, code"
1405,A magical tale (with augmented reality),Marco Tempest,1470117,01-03-2012,30-03-2012,TED2012,101,391,"art, design, entertainment, illusion, magic, technology"
1406,Inventing is the easy part. Marketing takes work,Daniel Schnitzer,351290,19-11-2011,31-03-2012,TEDxPittsburgh,86,338,"TEDx, alternative energy, global issues, green, poverty, technology"
1407,I am a pirate,Rick Falkvinge,220557,31-10-2013,01-04-2012,TEDxOslo,128,1097,"Internet, TEDx, global issues, politics, technology"
1408,The secret life of plankton,Tierney Thys,1495978,02-04-2012,02-04-2012,TED-Ed,84,339,"TED-Ed, oceans, animals, fish, animation, diversity, education, marine biology, climate change, biology"
1409,"Connected, but alone?",Sherry Turkle,5851312,29-02-2012,03-04-2012,TED2012,651,1188,"AI, communication, community, culture, sociology, technology"
1410,"Designing books is no laughing matter. OK, it is.",Chip Kidd,2495241,01-03-2012,04-04-2012,TED2012,120,1036,"creativity, design, humor, literature"
1411,On the virtual dissection table,Jack Choi,1027589,29-02-2012,05-04-2012,TED2012,83,396,"health care, interface design, medical research, technology"
1412,The other inconvenient truth,Jonathan Foley,893199,13-10-2010,08-04-2012,TEDxTC,443,1066,"TEDx, agriculture, environment, global issues, global commons"
1413,How can technology transform the human body?,Lucy McRae,1653459,27-02-2012,06-04-2012,TED2012,188,239,"TED Fellows, architecture, design, smell, technology, human body"
1415,"""Put the financial aid in the bag""",Carvens Lissaint,370027,11-11-2011,07-04-2012,TEDYouth 2011,176,304,"TED-Ed, culture, entertainment, language, poetry, youth, TEDYouth"
1416,Half a million secrets,Frank Warren,3315222,29-02-2012,09-04-2012,TED2012,171,684,"creativity, design, memory, storytelling, community"
1417,Moral behavior in animals,Frans de Waal,4836060,04-11-2011,10-04-2012,TEDxPeachtree,649,1012,"TEDx, animals, community, monkeys, morality, science"
1418,Let's put birth control back on the agenda,Melinda Gates,1282963,05-04-2012,11-04-2012,TEDxChange,666,1527,"TEDx, culture, global issues, health care, population, sex"
1419,How I repaired my own heart,Tal Golesworthy,1422506,11-10-2011,12-04-2012,TEDxKrakow,150,794,"TEDx, engineering, health, heart health, innovation, medicine, science, technology, biology, biomechanics, physiology, biotech, design, future, health care, medical research, product design, materials, Surgery, collaboration, disease"
1420,Building US-China relations ... by banjo,Abigail Washburn,1043729,27-02-2012,13-04-2012,TED2012,133,394,"Asia, TED Fellows, china, culture, entertainment, music, world cultures, live music"
1421,How do we heal medicine?,Atul Gawande,2019693,01-03-2012,16-04-2012,TED2012,204,1159,"health care, heart health, medicine"
1422,How I beat a patent troll,Drew Curtis,1111887,28-02-2012,17-04-2012,TED2012,132,400,"business, entrepreneur, law"
1423,The stories behind the bloodlines,Taryn Simon,814590,10-11-2011,18-04-2012,TEDSalon London Fall 2011,62,1079,"art, culture, global issues, photography"
1424,Older people are happier,Laura Carstensen,1426927,06-12-2011,19-04-2012,TEDxWomen 2011,130,698,"TEDx, aging, culture, science, women, happiness, mind, health, humanity, life, personal growth, mental health, psychology, population, emotions"
1425,Tracking ancient diseases using ... plaque,Christina Warinner,724497,27-02-2012,20-04-2012,TED2012,59,331,"TED Fellows, ancient world, bacteria, evolution, medicine, paleontology, science, biology, anthropology, disease, food, genetics, history, health, innovation"
1426,Is our universe the only universe?,Brian Greene,6588131,27-02-2012,23-04-2012,TED2012,785,1307,"String theory, cosmos, physics, science, time, universe, Planets, space, astronomy, exploration, math, dark matter, big bang"
1427,How to buy happiness,Michael Norton,4181583,18-11-2011,24-04-2012,TEDxCambridge,432,658,"TEDx, business, community, consumerism, happiness, money, philanthropy, psychology"
1428,Just how small is an atom?,Jon Bergmann,5953470,25-04-2012,25-04-2012,TED-Ed,252,327,"TED-Ed, science, physics, nanoscale, chemistry, quantum physics"
1429,The 4 commandments of cities,Eduardo Paes,898574,29-02-2012,26-04-2012,TED2012,214,741,"Brazil, TED Prize, cities, technology, urban planning, infrastructure, South America"
1430,Texting that saves lives,Nancy Lublin,1092440,29-02-2012,27-04-2012,TED2012,163,324,"activism, bullying, culture, global issues, health, youth"
1431,How to use a paper towel,Joe Smith,3731696,31-03-2012,28-04-2012,TEDxConcordiaUPortland,434,271,"TEDx, entertainment, green, hack, humor, materials, simplicity"
1432,Gaming for understanding,Brenda Romero,568108,11-11-2011,29-04-2012,TEDxPhoenix,136,563,"TEDx, gaming, global issues, history, social change"
1433,A new museum wing ... in a giant bubble,Liz Diller,693601,01-03-2012,30-04-2012,TED2012,87,726,"architecture, cities, creativity, museums"
